userAlias,userLocation,formattedDateAndTime,voteCount,id,userIdentifier,hasProfilePicture,voteRating,dateCreated,message
Stromboli,"Poole, United Kingdom",1 hour ago,10,1215138081,5741772,False,8,2023-11-20T11:57:38.302Z,The hips don't lie. Or do they ?
Wokeless,"Midlands, United Kingdom",1 hour ago,4,1215138389,1597391962670301,False,4,2023-11-20T11:59:37.238Z,It's the wallet in the back pocket!
Not A Robot,"North Oxfordhsire, United Kingdom",1 hour ago,28,1215138013,1520514204689891,False,24,2023-11-20T11:57:13.457Z,"Why do they try and dodge tax especially as they have so much money..  it is mentioned here she has an estimated worth of 240,000,000  - more than enough for anyone surely ?  Greed of course always comes into it.  She has paid up but her reputation has gone to pot and I doubt it will fully recover.  I wonder if she is now asking herself was it worth it?"
Meggy28,"Leeds, United Kingdom",1 hour ago,32,1215137967,1586076509168081,False,32,2023-11-20T11:56:59.107Z,"All that money, and she does this. Greedy greedy woman has met her comeuppance. Totally guilty."
Jubilee3,"Halifax, United Kingdom",1 hour ago,32,1215137917,1576403136902201,False,32,2023-11-20T11:56:38.779Z,If I was truly innocent there's no way I'd admit to something I hadn't done. 
Munch123,"Gloucester, United Kingdom",1 hour ago,32,1215137869,1560236185464422,False,28,2023-11-20T11:56:24.487Z,"Why would you pay millions in fines, pay back taxes and have to be a NDA agreement in
place if you were innocent?"
dinkydexy,Leeds,1 hour ago,13,1215137841,4142545,False,9,2023-11-20T11:56:13.079Z,In the UK this would have been entered as a plea of 'Not Guilty' and she would have had to stand trial.  After being convicted (following a plea of 'Not Guilty') the outcome would have been much more severe than had she admitted it.
because of bigos,"Najjasniejsza Rzeczpospolita, Poland",1 hour ago,14,1215137815,1668851083278562,False,12,2023-11-20T11:56:03.168Z,"Span iards are better in prose cution of tax eva ders than brits.  This must be the end of the world. Where are these times "" I'll go to Sp ain/ Ita ly or Port ugal so do not have to pay taxes""  Seems like UK reached the very bottom of everything. Including judiciary and justice they were renowned around the world for. "
matt,"Manchester , United Kingdom",1 hour ago,15,1215137789,1485083054067486,False,11,2023-11-20T11:55:54.167Z,"I smell a new album being forced out any day soon ,plus a tour."
Meggy28,"Leeds, United Kingdom",1 hour ago,9,1215138121,1586076509168081,False,9,2023-11-20T11:57:53.185Z,I hope no-one buys or attends if that happens.
Vicky,London,1 hour ago,29,1215137745,4423737,False,17,2023-11-20T11:55:32.345Z,How is that even allowed to happen. She should serve a sentence.
mepossem,Alicante,1 hour ago,21,1215137647,5181142,False,9,2023-11-20T11:54:47.528Z,did I just hear Piqu laughing his head off?
Redcurrent2,"Manchester, United Kingdom",1 hour ago,1,1215188499,1531989495876012,False,1,2023-11-20T12:00:55.872Z,Dont know why hell be paying his own way now
KF71,"Worcester Park, United Kingdom",1 hour ago,12,1215137643,1357666154207521,False,8,2023-11-20T11:54:46.754Z,Will she write a diss song with Bzrp on this also?! 
David R,"Surrey, United Kingdom",1 hour ago,23,1215137589,6189089,False,13,2023-11-20T11:54:29.340Z,And everyone was fawning over her being the worlds biggest vic tim because of her marriage. Interesting how people b ash the bankers yet worship the raking it in celebrities.
Yourenotmydad,"Yesiam, United Kingdom",1 hour ago,29,1215137523,1362903175591142,False,25,2023-11-20T11:53:58.769Z,"Although I'm not a multimillionaire, I hope I get the chance to buy myself out of prison..."
Bryce - a taxpayer,"Southampton, United Kingdom",1 hour ago,17,1215137429,4326605,False,7,2023-11-20T11:53:25.876Z,"LOOKING FORWARD TO HMRC COMING AFTER CAMERON NOW.
AS IF."
Ã†thelwulf_Of_Morley,"Morley, United Kingdom",1 hour ago,35,1215137363,1676127182852592,False,17,2023-11-20T11:53:03.976Z,Nobody pleads guilty to something they didn't do.......She is guilty.
Boggled,"Planet Thanet, United Kingdom",1 hour ago,36,1215137305,1355215013175552,True,34,2023-11-20T11:52:44.733Z,"Good job Spain, whilst in this country they all seem to get away with it. Wonder how much longer Katie Price is going to avoid her court case over tax for example."
Walldoff,"Bexhill, United Kingdom",1 hour ago,20,1215137233,6491902,False,16,2023-11-20T11:52:13.469Z,Don't pay your TV licence year in jail
Joe Bauers,"Idiocracy, United Kingdom",1 hour ago,24,1215137151,1683105756230461,False,20,2023-11-20T11:51:45.270Z,Shakira and pea diddly money talks
amsterdamned101,"Amsterdam, Netherlands",1 hour ago,44,1215137121,1587274436819852,False,40,2023-11-20T11:51:33.897Z,You just knew she was never gonna spend a day in jail. Money talks.
NeutralSoldier,"Manchester, United Kingdom",1 hour ago,53,1215137097,1531387949848321,False,51,2023-11-20T11:51:28.428Z,I don't get it. You're already rich beyond belief and then you try to avoid tax...  just seems crazy to me
Baz AbuBinBattenbreg,"Islas Malvinas, Argentina",1 hour ago,6,1215137039,1634856154783361,False,2,2023-11-20T11:51:08.639Z,"In the Hashimite Kingdom, this is not news!"
mepossem,Alicante,1 hour ago,10,1215137031,5181142,False,4,2023-11-20T11:51:07.486Z,where is Ecclestone to defend her?
mepossem,Alicante,1 hour ago,8,1215136985,5181142,False,0,2023-11-20T11:50:50.532Z,Where is Ecclestone to defend her?
mrsballast,"Kent, United Kingdom",1 hour ago,39,1215136983,1700139785879541,False,15,2023-11-20T11:50:48.724Z,Have to agree. With financial crimes I dont think prison is the right punishment. Fines are definitely more effective and more painful for the perpetrators. Save prison for those who really are a threat to society.
Palladio999,"London UK, United Kingdom",1 hour ago,4,1215180489,5420328,False,4,2023-11-20T12:00:21.311Z,Could do community service.....cleaning the dog poo in Barcelona and Seville....
Dan,Manchester,1 hour ago,3,1215188713,4933204,False,3,2023-11-20T12:02:20.924Z,@Annie so rich people know they cant risk breaking laws because all theyll have to do is pay a fine they can afford?
Divoc91,"Uxbridge, United Kingdom",1 hour ago,25,1215136957,1609945849484871,False,25,2023-11-20T11:50:41.626Z,And that's the deal my dear
FredsStillNotRed,"Las Vegas, United States",1 hour ago,26,1215136869,1697537181701291,False,20,2023-11-20T11:50:06.883Z,"Do the crime, pay the fine"
Who the devil knows,"By the lough, Ireland",1 hour ago,8,1215136701,1400135155629021,False,4,2023-11-20T11:48:58.438Z,"$17 million, think that helped.  A male celebrity would have had the same outcome.  "
ThickasaBrick1,"Siena, Italy",1 hour ago,20,1215136693,1657297370018252,False,-6,2023-11-20T11:48:57.847Z,And the Chancellor is about to cut inheritance tax this week. Disgraceful.
tatesteve9,"London, United Kingdom",1 hour ago,9,1215137475,1665948544205521,False,7,2023-11-20T11:53:41.862Z,Money that has ALREADY been taxed shouldn't be taxed again by the state.
brundelfly,"York, United Kingdom",1 hour ago,27,1215136621,1379667258946233,False,25,2023-11-20T11:48:30.767Z,"Discounting guest vocals, she had 3 top 10 hits well over a decade ago and is somehow worth nearly a quarter of a billion?!? No wonder music streaming is destroying the studios...  "
SchrÃ¶dingers-Cat,"HeadsAndTails, United Kingdom",1 hour ago,11,1215136553,1389608475033492,False,9,2023-11-20T11:48:07.735Z,She's only got five pound and fifty four pence left in her bank account
tatesteve9,"London, United Kingdom",1 hour ago,4,1215137591,1665948544205521,False,2,2023-11-20T11:54:29.361Z,"That's me, she's got loads."
glenn,"dublin, Ireland",1 hour ago,22,1215136527,4375061,True,16,2023-11-20T11:47:55.494Z,Her hips mightn't lie but her tax returns sure do.
Tommy737,"Cambridge, United Kingdom",1 hour ago,28,1215136491,1644937824314461,False,28,2023-11-20T11:47:40.789Z,"Money talks, Bernie Ecclestone is a prime example. If you have enough the laws don't apply."
ThickasaBrick1,"Siena, Italy",1 hour ago,10,1215136435,1657297370018252,False,6,2023-11-20T11:47:22.523Z,Speaking of tax avoidance John Major put through a bill in 1993 so that Brian would have to pay no inheritance tax on Brenda's estate. 
Bad Monkey L96A1,"Helmand , Afghanistan",1 hour ago,12,1215136433,1641902363869311,False,10,2023-11-20T11:47:22.126Z,Warbling we.irdo got busted.
SongManNic,"Torshavn, Faroe Islands",1 hour ago,20,1215136397,1430142893871911,False,14,2023-11-20T11:47:14.368Z,"How parents used their kids for some sympathy when they deserve contempt for their dark deeds also gets to me. Admit and pay, Shakira and spare us your nauseating sob story."
Marylulu,"Toronto, Canada",1 hour ago,19,1215136363,1562870386654992,False,17,2023-11-20T11:47:05.919Z,"I really thought she had the best interest of her children at heart, til she said, ""She had made the decision to 'spare my children seeing their mother sacrifice her well-being'."" It's amazing that mothers can be so self-centered...."
Dawn,"Ofthedamned, Netherlands",1 hour ago,17,1215136329,2675457,False,15,2023-11-20T11:46:47.218Z,Two days on tour will cover that with ticket prices.
fanstar77,"Somewhere, United States",1 hour ago,21,1215136319,1388875314009673,False,21,2023-11-20T11:46:42.823Z,She paid her way out of going to jail. Alright for some. 
lilyswan,"Wales, United Kingdom",1 hour ago,19,1215136305,1579912988843212,False,19,2023-11-20T11:46:38.790Z,When you're worth 250mil it's chump change for them 
Swiss  Toni,"Swiss Cottage, Switzerland",1 hour ago,2,1215136253,1571337845987121,False,2,2023-11-20T11:46:22.332Z,"She should have consulted tex expert Lozza, Dundee's favourite wifey."
Down but not out,"Portsmouth, United Kingdom",1 hour ago,18,1215136245,5310452,True,18,2023-11-20T11:46:18.854Z,The rich can buy their way out of jail
Smiffy 1,"North, United Kingdom",1 hour ago,12,1215136213,1454877386902883,False,10,2023-11-20T11:46:07.383Z,Just the hips that dont lie then
LondonMarko,"London, United Kingdom",1 hour ago,16,1215136205,1627306512781802,False,16,2023-11-20T11:46:02.669Z,"If I owe HMRC 150 quid, would I get away with a 64 pound fine, eh? Little people who are even exempt from paying tax get fined if they don't file the correct returns."
niraja,"a City, United Kingdom",1 hour ago,10,1215136181,1700390332742942,False,-4,2023-11-20T11:45:55.756Z,would buII her
amsterdamned101,"Amsterdam, Netherlands",1 hour ago,2,1215137161,1587274436819852,False,2,2023-11-20T11:51:47.870Z,She wouldnt go near you.
ria cook,"cape town, South Africa",1 hour ago,27,1215136123,4304938,False,27,2023-11-20T11:45:36.080Z,"Strange how people who earn just enough to keep themselves above the poverty line pay their taxes. When you have millions you don't want to pay, such as Ernie Ecclestone and of course, Shakira."
Count Paris,"Fen Drayton, United Kingdom",1 hour ago,11,1215136027,1686146079086562,False,5,2023-11-20T11:44:57.484Z,The fine is small and humble
Joshua Caleb,"London, United Kingdom",1 hour ago,21,1215136025,1645870700470732,False,-1,2023-11-20T11:44:56.342Z,"Attractive women don't go to prison. And if they do, they never get the same jail time as a man who committed the exact same crime. Once again the patriarchy gives women a free pass. Ha."
CommonsofSense,"NoPlaceSpecial, Germany",1 hour ago,3,1215136341,1683742039695871,False,1,2023-11-20T11:46:50.525Z,Search on here for 'killer yoga teacher' to see the exception..
Anthony Southall,"Birmingham, United Kingdom",1 hour ago,25,1215135971,1638579557975821,False,17,2023-11-20T11:44:43.755Z,Should be made to pay and do jail time
Jim Granite,"Silver City, United Kingdom",1 hour ago,23,1215135901,1669386444004012,False,19,2023-11-20T11:44:23.267Z,How greedy is she ?
Lenovo2015,"Staffordshire, United Kingdom",1 hour ago,22,1215135787,1424458327845331,False,-6,2023-11-20T11:43:43.035Z,"Most people, like myself, have had the benefit of never having to concern themselves with tax liabilities and have paid tax via PAYE or had it taken at source. My brief experiences tell me that it is a bewildering, bureaucratic, unclear nightmare of complexity and I have great sympathy with anyone who has to deal with it. It is an easy accusation to make that someone is ""dodging tax"", but the truth is that the system is so complex that it can only be dealt with by accountants and the person accused probably has no idea what is going on and trusts professional advice completely."
Caspar1,"MiddleOfNowhere, United Kingdom",1 hour ago,2,1215136477,5695431,False,2,2023-11-20T11:47:33.744Z,"I disagree, most people would know if you live in a different country rather than go on holiday, you should look at the tax implications, blaming accountants or other advisors is shirking your responsibility.  You should know you would owe tax where you live if earning income whilst living there.  "
Taxation Gulag,"also known as the, United Kingdom",1 hour ago,22,1215135771,1606575367727431,False,10,2023-11-20T11:43:38.978Z,"And yet the ""Windsor"" participants in this scheme faced no penalties whatsoever."
Coldste,"Kabul, Afghanistan",1 hour ago,25,1215135735,1634041616763712,False,13,2023-11-20T11:43:27.141Z,An innocent person doesnt pay they'd go to trial and clear their name 
Clarke Griswold,"The Real World, United Kingdom",1 hour ago,20,1215135703,1609175284345091,False,10,2023-11-20T11:43:19.109Z,Seems like she's as good at managing her finances as she is singing.
justretired,"Telford, United Kingdom",1 hour ago,34,1215135665,3107178,False,26,2023-11-20T11:43:06.185Z,"Just greedy. She makes million and millions but still fiddles her taxes, pathetic"
LondonMarko,"London, United Kingdom",1 hour ago,32,1215135625,1627306512781802,False,26,2023-11-20T11:42:56.047Z,More 'deals' for the rich.
AmpleAssets,"Dalkieth, United Kingdom",1 hour ago,13,1215135599,1566374174284471,False,7,2023-11-20T11:42:50.159Z,Nothing like a baseball bat to make someone pay out ( due or not ).
ShandyDrinker,Swindon,1 hour ago,18,1215135577,5167133,False,14,2023-11-20T11:42:44.641Z,Anyone who has lyrics singing their own name in a song deserves to go to prison.
Who the devil knows,"By the lough, Ireland",1 hour ago,3,1215136889,1400135155629021,False,3,2023-11-20T11:50:11.799Z,Beyonce 
ARCTIC...WARRIOR,"GodsCountry , United Kingdom",1 hour ago,33,1215135519,1661096532872582,False,29,2023-11-20T11:42:20.437Z,"So, if you're rich enough, you can pay your way out of prison."
Doodle_Dandy,"Vermont, United States",1 hour ago,24,1215135481,1631180017787262,False,22,2023-11-20T11:42:10.628Z,"The more you steal (millions, billions) the less chance of imprisonment. It's the same the world over."
viva el Ã¡lamo ,"Alamo, United States",1 hour ago,15,1215135465,1419987469406321,False,-9,2023-11-20T11:42:05.751Z,Her ex may be pushing this
kingomick,"Liverpool , United Kingdom",1 hour ago,5,1215136103,6107990,False,1,2023-11-20T11:45:25.485Z,Behave yourself! She tried to hide it and got caught! Didn't want her kids to see her in court but is happy to call their dad all sorts in public! She is rotten to the core
Stuart,Cheshire,1 hour ago,24,1215135437,5971424,False,18,2023-11-20T11:41:51.918Z,One kaw for the rich and another  for the rest. She should not have the option to buy her way out. Another Bernie Ecclestone.
BroadswordTwo,"S.Gloucestershire, United Kingdom",1 hour ago,21,1215135383,1513412264768972,False,7,2023-11-20T11:41:24.728Z,Some mother.
Corc24,"UK, United Kingdom",1 hour ago,35,1215135355,1700480470812732,False,27,2023-11-20T11:41:13.819Z,"Her hips don't lie, but her tax returns do"
Jon Marx,"Warwick, United Kingdom",1 hour ago,34,1215135343,2865395,False,24,2023-11-20T11:41:08.663Z,So she's innocent but paid millions to avoid a trial.  Ok... 
maiaja,"Brisbane, Australia",1 hour ago,4,1215135853,1464257408797704,False,-2,2023-11-20T11:44:03.765Z,"It happens more than you think tbh! Her kids have just gone through their parents divorcing, she did not want them having to go through a trial on top of all that. She also wants to get on with her career. She got the wrong accountant who stuffed up and thought he knew best. The tax department soon showed him.."
girly,"South, United Kingdom",1 hour ago,17,1215135323,1347625946282333,False,11,2023-11-20T11:41:02.178Z,"Many years ago I worked for an English company but lived in France. I was taxed in the U.K.. the French demanded me to pay income tax in France and also corporation tax (I wasn't a contractor !), they claimed the company I worked for wasn't paying corporation tax in France so I, as employee, had to pay. It was a very long 2 years battling that, but in the end I paid just for them to stop and left the country."
lvlvlvgd734,"USA, United States",1 hour ago,11,1215135311,1640903640826292,False,7,2023-11-20T11:40:59.397Z,Again??  I see a pattern . . .
UKIP Middle left,"Stoke on Trent, United Kingdom",1 hour ago,25,1215135291,1492683921042104,False,21,2023-11-20T11:40:52.703Z,If that was a working class person wrongfully claiming 50 grand of universal credit he or she would be thrown in prison
mkk,"London, United Kingdom",1 hour ago,24,1215135261,1378153198971931,False,18,2023-11-20T11:40:41.176Z,Shes a disgrace. Pay what you owe like the rest of us.
Theoaktree,"The village, United Kingdom",1 hour ago,16,1215135239,1409699336118111,False,12,2023-11-20T11:40:31.656Z,Celebrity buys Get Out Of Jail card. Only ordinary citizens pay taxes. 
Whatever.com22,"Hull, United Kingdom",1 hour ago,14,1215135217,1566125672726482,False,8,2023-11-20T11:40:27.078Z,How the other half live eh
Bluebell,Durham,1 hour ago,3,1215135509,4483848,False,1,2023-11-20T11:42:18.630Z,I would imagine it's only the one percent living like this.  
Firefly,"london, United Kingdom",1 hour ago,29,1215135207,5239530,False,23,2023-11-20T11:40:23.780Z,Why is it so hard for celebrities to pay their taxes? 
Bluebell,Durham,1 hour ago,9,1215135561,4483848,False,5,2023-11-20T11:42:35.393Z,Because they are greedy and think they are above the law.
Baz AbuBinBattenbreg,"Islas Malvinas, Argentina",1 hour ago,2,1215186707,1634856154783361,False,2,2023-11-20T12:00:22.885Z,"Not only celebrities, but Royal households"
gone fishing ,"caught another , United Kingdom",1 hour ago,26,1215135169,1583675045746271,False,20,2023-11-20T11:40:06.430Z,If she was innocent she wouldn't have paid a penny she's guilty as charged
David,"Nuneaton, United Kingdom",1 hour ago,29,1215135107,2769767,False,3,2023-11-20T11:39:39.109Z,How can a one-hit-wonder be worth so much? 
nomadicbrit,"Camberley, United Kingdom",1 hour ago,5,1215135375,1412258040942983,False,3,2023-11-20T11:41:23.882Z,"She isn't a one hit wonder, she is massive in Latin America and North America. "
nomadicbrit,"Camberley, United Kingdom",1 hour ago,3,1215135411,1412258040942983,False,3,2023-11-20T11:41:39.180Z,"She isn't a one hit wonder, she is massive in Latin America and North America. 
"
Good versus Bad,"South Croydon, United Kingdom",1 hour ago,23,1215135065,1660408451484472,False,-1,2023-11-20T11:39:23.285Z,This is why Piquet left. Allegedly he was asked to lie for her regarding various subjects to help her defence. He did not cheat. He prepared himself and left.  
Kim Rong Un,"Pyongyang, Spain",1 hour ago,3,1215136297,5683274,True,3,2023-11-20T11:46:36.946Z,Depending on their civil status he could have been liable for half of her debts. I would do the same to be honest.
Good versus Bad,"South Croydon, United Kingdom",42 minutes ago,0,1215192401,1660408451484472,False,0,2023-11-20T12:24:29.648Z,"Absolutely. Allegedly Lying under oath or perjury etc serious offence. Add in the the probable threat of if you don't tell us the truth we will come after you Mr P. You know what spanish football is like but they are connected to the Spanish Oligarchs allegedly etc. Prepare, get ready and leave. Don't blame him. The P paets said she had over $500m in cash allegedly. "
jacknosebest,"everywhere, United States",1 hour ago,27,1215135027,1422313439283651,False,1,2023-11-20T11:39:04.994Z,I'm sure a trip back to Columbia and a sore backside for a month will soon recuperate her losses ..........
Baz AbuBinBattenbreg,"Islas Malvinas, Argentina",1 hour ago,0,1215188579,1634856154783361,False,0,2023-11-20T12:01:32.372Z,Colombia
Blue Wizard,"Not London thank God, United Kingdom",1 hour ago,12,1215134977,1528264794166751,False,10,2023-11-20T11:38:42.937Z,Columbia's second biggest export. 
ausbrum,"london, United Kingdom",1 hour ago,3,1215135439,1424347811636783,False,1,2023-11-20T11:41:52.372Z,can you smoke her?
tatesteve9,"London, United Kingdom",1 hour ago,23,1215134971,1665948544205521,False,23,2023-11-20T11:38:38.184Z,"Gary Lineker, another one outed by Paradise Papers..."
Bluebell,Durham,1 hour ago,38,1215134955,4483848,False,32,2023-11-20T11:38:33.045Z,Why do the wealthy always want more and more? Does she realise that by not paying her taxes she is depriving other families of public services.  
Swiss  Toni,"Swiss Cottage, Switzerland",1 hour ago,17,1215134935,1571337845987121,False,13,2023-11-20T11:38:28.615Z,"Apparently, she's going to be recording a duet with Mick Hucknall, ""Money's Too Tight To Mention""."
Apple pies 111,"colorado , United States",1 hour ago,29,1215134815,1587145437597211,False,25,2023-11-20T11:37:37.310Z,Pay your taxes folks. (Especially if you're wealthy) Cuz it seems they catch you sooner or later. Lol
Royalslol,"Bootlickersfree, United Kingdom",1 hour ago,30,1215134773,1689180080388941,False,24,2023-11-20T11:37:23.061Z,Greedy grubby tax avoiders 
David Strawbridge,"Bristol, United Kingdom",1 hour ago,29,1215134763,1577630907627461,False,23,2023-11-20T11:37:19.088Z,Pocket change for her and she hasn't made a track years
Raghnall,"FULDA, Germany",1 hour ago,8,1215134749,1582311480119072,False,0,2023-11-20T11:37:13.358Z,"Who ?,"
Penrithobserver,"Penrith, United Kingdom",1 hour ago,17,1215134747,1566993132106751,False,13,2023-11-20T11:37:12.179Z,"The hips didn't lie, the tax return however......"
KateandEvie,"Exeter, United Kingdom",1 hour ago,5,1215134925,1368217981758741,False,3,2023-11-20T11:38:22.712Z,Lol
Zondervan,"rancho canejo, United States",1 hour ago,12,1215134673,1692678859561561,False,8,2023-11-20T11:36:42.177Z,oh yes that will teach her a lession. 
Semall,"norwich, United Kingdom",2 hours ago,18,1215134629,1488366370123714,False,6,2023-11-20T11:36:27.865Z,Never heard of the woman.
HND,"LONDON, United Kingdom",1 hour ago,5,1215134837,1500985132285027,False,5,2023-11-20T11:37:51.869Z,thanks for your insight Semall
ausbrum,"london, United Kingdom",1 hour ago,6,1215134983,1424347811636783,False,0,2023-11-20T11:38:46.426Z,maybe you should read real newspapers?
Mimmo,"Walton on Thames, United Kingdom",2 hours ago,36,1215134477,4057138,False,30,2023-11-20T11:35:27.305Z,"Reading the comments, everyone is piling in on Shakira, but whatever happened to all the UK politicians, bankers, celebs etc.. that were all identified in the Panama papers? I haven't heard of any jail sentences, fines or sequestrations of assets regarding any of them."
tatesteve9,"London, United Kingdom",1 hour ago,4,1215137113,1665948544205521,False,4,2023-11-20T11:51:31.955Z,"Lineker, Emma Watson, Phoebe Waller Bridge's dad.....lot of socialists on that list."
Royalslol,"Bootlickersfree, United Kingdom",40 minutes ago,0,1215192839,1689180080388941,False,0,2023-11-20T12:27:08.636Z,How much did the so called royals get away with 
bbupnorth,"billingham, United Kingdom",2 hours ago,22,1215134463,2226335,False,16,2023-11-20T11:35:20.137Z,Sheer greed
Happenis,"Beautiful Peak District , United Kingdom",2 hours ago,54,1215134335,1655230850799392,False,54,2023-11-20T11:34:33.814Z,Try not paying your council tax for a few weeks and see if you get off like these in the club do. 
GeordiePaul,"Geordieland, United Kingdom",2 hours ago,25,1215134317,1351430397323172,False,19,2023-11-20T11:34:26.713Z,Shakira is worth 240 million pound yet she only gets a fine of 6.5 million
Maria,"Bradford, United Kingdom",2 hours ago,32,1215134301,4120292,False,30,2023-11-20T11:34:19.532Z,"she had more money than she could ever need, but still wanted more.  "
Rickshaw,"Fluffy Bunny Rabbit Land, United Kingdom",2 hours ago,23,1215134295,5729502,True,21,2023-11-20T11:34:18.464Z,There's always a way if you throw enough money at it.
Flem Candango,"Belfast, United Kingdom",2 hours ago,11,1215134261,1700480011581502,False,11,2023-11-20T11:34:02.230Z,Either she stayed 60 days in Soain or she didn't. Someone wrong
mondeceitomoocher,"Police State UK, United Kingdom",2 hours ago,42,1215134189,1656502759599101,False,32,2023-11-20T11:33:40.734Z,"Tax is only for little people, right?.."
Cutaboverest1947,"Exeter, United Kingdom",2 hours ago,27,1215134137,1647528427440321,False,21,2023-11-20T11:33:23.706Z,Taken out of her petty cash!
MissLivetotravel,"Bath UK New York USA, United Kingdom",2 hours ago,18,1215134061,1390529239015002,False,14,2023-11-20T11:32:51.531Z,"Ouch! I pay taxes though, it keeps the world turning."
Happenis,"Beautiful Peak District , United Kingdom",2 hours ago,9,1215134625,1655230850799392,False,7,2023-11-20T11:36:26.811Z,Money printing by governments keeps the world turning. Your taxes are just their way of controlling you. Wake up. 
heegl00,"Dallas, United States",2 hours ago,31,1215134001,1506904277742007,False,-5,2023-11-20T11:32:25.909Z,I am happy to learn this ordeal will be behind her for her sake and her children. Spain must have left quite a bitter taste.
Comedy Gold,"North London, United Kingdom",2 hours ago,27,1215133991,1583343269568472,False,19,2023-11-20T11:32:24.073Z,"Typical ,narcissistic celebrity using their wealth to get themselves outta trouble."
Jonny_Walker,"Dubai, United Kingdom",2 hours ago,21,1215133967,4042388,False,19,2023-11-20T11:32:12.263Z,"Hello Lord Cameron , ...tax bills are knocking,  are you paying!"
RuleofLaw2024,"NJ, United States",2 hours ago,11,1215133957,1418069043967503,False,9,2023-11-20T11:32:10.309Z,Money talks to walk!
Mark Mclean1,"North East Lincs, United Kingdom",2 hours ago,18,1215133947,1695572229336532,False,16,2023-11-20T11:32:08.263Z,One rule for the rich one rule for the poor .. worldwide it seems
Oldhouse324,"New York City, United States",1 hour ago,0,1215136645,1537375475866392,False,0,2023-11-20T11:48:39.294Z,Poor always grubbing off others
Sylvie O,"Charlotte, United States",2 hours ago,24,1215133881,1665960336161252,False,10,2023-11-20T11:31:46.293Z,Acknowledges her wrong doing and pays and settled the matter. Not running around screaming witch hunt and threatening prosecutors. How refreshing.
patchos,"Leeds, United Kingdom",2 hours ago,8,1215134543,1665851974778981,False,4,2023-11-20T11:35:50.796Z,Oh dear. This was a criminal offence not as you put it wrong doing and she only confessed when presented with overwhelming evidence of her crime otherwise she wouldn't have admitted to anything 
Kim Rong Un,"Pyongyang, Spain",1 hour ago,0,1215136519,5683274,True,0,2023-11-20T11:47:49.868Z,Makes a change from screaming about her ex.
zakolly,"Manchester, United Kingdom",2 hours ago,20,1215133771,5447111,False,8,2023-11-20T11:31:20.427Z,Should have been sentenced to prison and fined. She would have kept quiet (as she did) until she got caught. 
jessica123,"Liverpool, United Kingdom",2 hours ago,21,1215133725,2361289,False,17,2023-11-20T11:31:09.168Z,"Once again money talks, disgraceful how these people are let off, with a token slap on the wrist."
Impartially speaking,"UK, United Kingdom",2 hours ago,25,1215133685,1630010140902641,False,25,2023-11-20T11:30:52.969Z,Another example of the rich being able to secure a non custodial sentence where financial wealth enables them to obtain favours unavailable to non-millionaires 
CommonsofSense,"NoPlaceSpecial, Germany",2 hours ago,1,1215134603,1683742039695871,False,1,2023-11-20T11:36:18.570Z,"The funds then should go straight to fixable issues, like roads, lights.. What happens to all of it, pockets. "
Kim Rong Un,"Pyongyang, Spain",1 hour ago,0,1215136627,5683274,True,0,2023-11-20T11:48:32.475Z,"It will evaporate, usually around politicians."
Uptnorth,"Leeds, United Kingdom",2 hours ago,10,1215133677,1428057311462733,False,8,2023-11-20T11:30:50.251Z,So money really can buy you freedom. It would help if celebs were imprisoned from time to time unorder to press home the message that doesn't pay and all crime has victims.
TangoSierra,"Duesseldorf, Germany",2 hours ago,10,1215133673,1370114441485301,False,10,2023-11-20T11:30:49.327Z,"So we learn: either you are innocent and you fight it till the end, or you are/plead guilty and pay a/the fine."
vfm,"London, United Kingdom",2 hours ago,18,1215133545,1463124628552494,False,16,2023-11-20T11:29:55.899Z,"Why are these celebrities and high earners, found to have underpaid tax in Spain, but never in UK. Are UK rich  celebrities and others, law abiding , full tax paying citizens ?"
singalong sailor,"exeter, United Kingdom",2 hours ago,28,1215133533,3938625,False,14,2023-11-20T11:29:53.872Z,Greedy woman should have been banged up
Account Deleted,"Manchester, United Kingdom",2 hours ago,63,1215133513,1669899780171201,False,-43,2023-11-20T11:29:40.491Z,I don't care if she dies
Anikent,"london, United Kingdom",2 hours ago,17,1215133821,1490824945309764,False,7,2023-11-20T11:31:35.223Z,"That only says mire about you, this is the person who you are"
jacky.p.,"manchester, United Kingdom",2 hours ago,32,1215133437,1469649240269367,False,24,2023-11-20T11:29:19.200Z,Of course you're innocent..NOT
Melody,"Somewhere, United States",2 hours ago,45,1215133297,1347762601885563,False,41,2023-11-20T11:28:25.760Z,As usual different rules for rich people.
Anikent,"london, United Kingdom",2 hours ago,3,1215134483,1490824945309764,False,3,2023-11-20T11:35:30.018Z,"Well rich people believe it or not don't do their own tax self assessments, they have a team for it. She paid as much as she was told to. Do you pay more?"
brightham,"london, United Kingdom",2 hours ago,35,1215133277,1453580942655461,False,33,2023-11-20T11:28:17.538Z,"She has a net worth of 300 million dollars , so just a drop in the ocean for her"
Audas viator,"London, United Kingdom",2 hours ago,24,1215133175,1523440497814941,False,24,2023-11-20T11:27:46.727Z,"Shakira ""swerves"" jail ? Don`t you mean she AVOIDS jail ? Juvenile text generation Journos again !"
ach2,"UK, United Kingdom",2 hours ago,31,1215133171,1357855720024991,False,31,2023-11-20T11:27:46.305Z,"Just think how much energy, time and tranquility she would have now if she had only paid her taxes at the time, not to mention not paying a fine or overdue interest."
